id,contact_id,state,category,created_at
8466,9655,Comienza Asesoría Médica,manychat,2025-09-21 01:00:29.360
8467,9656,Comienza Atención Comercial,manychat,2025-09-21 01:01:19.940
8468,9657,Comienza Asesoría Médica,manychat,2025-09-21 01:31:02.117
8469,9658,Comienza Atención Comercial,manychat,2025-09-21 01:59:23.113
8470,9659,Comienza Asesoría Médica,manychat,2025-09-21 02:16:50.113
8471,9660,Comienza Asesoría Médica,manychat,2025-09-21 02:17:10.340
8472,9661,Comienza Atención Comercial,manychat,2025-09-21 02:18:51.100
8473,9662,Comienza Asesoría Médica,manychat,2025-09-21 02:19:41.460
8474,9663,Comienza Asesoría Médica,manychat,2025-09-21 02:19:51.610
8475,9664,Comienza Cotización,manychat,2025-09-21 02:21:12.270
8476,9665,Comienza Atención Comercial,manychat,2025-09-21 02:22:02.767
8477,9666,Comienza Atención Comercial,manychat,2025-09-21 02:25:03.913
8478,9667,Nuevo,manychat,2025-09-21 02:27:45.200
8479,9668,Comienza Asesoría Médica,manychat,2025-09-21 02:41:10.693
8480,9669,Comienza Atención Comercial,manychat,2025-09-21 02:43:01.797
8481,9670,Orden de venta confirmada,manychat,2025-09-21 03:01:09.247
8482,9671,Comienza Atención Comercial,manychat,2025-09-21 03:09:52.673
8483,9672,Comienza Asesoría Médica,manychat,2025-09-21 07:11:14.010
8484,9673,Comienza Cotización,manychat,2025-09-21 08:51:52.230
8485,9674,Comienza Asesoría Médica,manychat,2025-09-21 09:50:34.447
8486,9675,Comienza Atención Comercial,manychat,2025-09-21 11:28:13.033
8487,9676,Comienza Atención Comercial,manychat,2025-09-21 11:35:15.657
8488,9677,Comienza Atención Comercial,manychat,2025-09-21 11:39:57.393
8489,9678,Comienza Atención Comercial,manychat,2025-09-21 11:40:27.630
8490,9679,Comienza Atención Comercial,manychat,2025-09-21 11:41:58.513
8491,9680,Comienza Asesoría Médica,manychat,2025-09-21 11:55:23.740
8492,9681,Comienza Atención Comercial,manychat,2025-09-21 11:59:05.150
8493,9682,Comienza Asesoría Médica,manychat,2025-09-21 12:01:36.050
8494,9683,Comienza Cotización,manychat,2025-09-21 12:02:06.417
8495,9684,Comienza Atención Comercial,manychat,2025-09-21 12:06:48.083
8496,9685,Comienza Asesoría Médica,manychat,2025-09-21 12:07:38.457
8497,9686,Comienza Asesoría Médica,manychat,2025-09-21 12:21:43.610
8498,9687,Comienza Atención Comercial,manychat,2025-09-21 12:34:18.820
8499,9688,Comienza Atención Comercial,manychat,2025-09-21 12:51:15.113
8500,9689,Comienza Cotización,manychat,2025-09-21 12:52:15.527
8501,9690,Comienza Cotización,manychat,2025-09-21 12:56:17.267
8502,9691,Comienza Atención Comercial,manychat,2025-09-21 12:59:18.360
8503,9692,Comienza Atención Comercial,manychat,2025-09-21 13:03:19.887
8504,9693,Comienza Asesoría Médica,manychat,2025-09-21 13:04:30.460
8505,9694,Comienza Asesoría Médica,manychat,2025-09-21 13:05:10.753
8506,9695,Comienza Asesoría Médica,manychat,2025-09-21 13:10:52.980
8507,9696,Comienza Atención Comercial,manychat,2025-09-21 13:13:54.187
8508,9697,Comienza Cotización,manychat,2025-09-21 13:19:06.303
8509,9698,Comienza Atención Comercial,manychat,2025-09-21 13:22:17.627
8510,9699,Comienza Atención Comercial,manychat,2025-09-21 13:26:19.487
8511,9700,Comienza Asesoría Médica,manychat,2025-09-21 13:53:10.783
8512,9701,Comienza Cotización,manychat,2025-09-21 13:55:21.847
8513,9702,Comienza Asesoría Médica,manychat,2025-09-21 13:58:03.190
8514,9703,Comienza Atención Comercial,manychat,2025-09-21 14:03:16.170
8515,9704,Comienza Atención Comercial,manychat,2025-09-21 14:18:31.950
8516,9705,Comienza Atención Comercial,manychat,2025-09-21 14:19:12.303
8517,9706,Comienza Atención Comercial,manychat,2025-09-21 14:23:34.067
8518,9707,Comienza Asesoría Médica,manychat,2025-09-21 14:29:16.243
8519,9708,Comienza Cotización,manychat,2025-09-21 14:37:49.787
8520,9709,Comienza Cotización,manychat,2025-09-21 14:37:59.900
8521,9710,Comienza Cotización,manychat,2025-09-21 14:56:27.010
8522,9711,Comienza Cotización,manychat,2025-09-21 14:58:27.823
8523,9712,Comienza Asesoría Médica,manychat,2025-09-21 15:38:42.537
8524,9713,Comienza Cotización,manychat,2025-09-21 15:46:35.433
8525,9714,Comienza Cotización,manychat,2025-09-21 15:49:26.587
8526,9715,Comienza Atención Comercial,manychat,2025-09-21 15:55:29.217
8527,9716,Comienza Cotización,manychat,2025-09-21 16:10:45.373
8528,9717,Comienza Cotización,manychat,2025-09-21 16:15:57.270
8529,9718,Comienza Atención Comercial,manychat,2025-09-21 16:50:50.850
8530,9719,Retornó en AC,manychat,2025-09-21 16:57:13.460
8531,9720,Comienza Cotización,manychat,2025-09-21 16:57:43.740
8532,9721,Comienza Cotización,manychat,2025-09-21 16:58:13.940
8533,9722,Comienza Atención Comercial,manychat,2025-09-21 16:58:34.127
8534,9723,Comienza Atención Comercial,manychat,2025-09-21 17:19:52.040
8535,9724,Comienza Atención Comercial,manychat,2025-09-21 17:23:03.327
8536,9725,Comienza Atención Comercial,manychat,2025-09-21 17:34:57.780
8537,9726,Comienza Atención Comercial,manychat,2025-09-21 17:42:00.363
8538,9727,Comienza Atención Comercial,manychat,2025-09-21 17:42:10.537
8539,9728,Comienza Atención Comercial,manychat,2025-09-21 17:49:13.113
8540,9729,Comienza Atención Comercial,manychat,2025-09-21 17:49:33.330
8541,9730,Comienza Atención Comercial,manychat,2025-09-21 17:53:24.810
8542,9731,Comienza Atención Comercial,manychat,2025-09-21 17:55:45.653
8543,9732,Comienza Atención Comercial,manychat,2025-09-21 18:11:21.580
8544,9733,Comienza Atención Comercial,manychat,2025-09-21 19:13:45.020
8545,9734,Comienza Atención Comercial,manychat,2025-09-21 19:52:49.967
8546,9735,Comienza Asesoría Médica,manychat,2025-09-21 20:01:03.340
8547,9736,Comienza Asesoría Médica,manychat,2025-09-21 20:10:17.030
8548,9737,Comienza Cotización,manychat,2025-09-21 20:13:18.503
8549,9738,Comienza Cotización,manychat,2025-09-21 20:18:30.463
8550,9739,Comienza Cotización,manychat,2025-09-21 20:23:22.487
8551,9740,Comienza Asesoría Médica,manychat,2025-09-21 20:54:33.833
8552,9741,Comienza Atención Comercial,manychat,2025-09-21 21:13:31.053
8553,9742,Comienza Asesoría Médica,manychat,2025-09-21 21:13:41.167
8554,9743,Comienza Cotización,manychat,2025-09-21 21:39:11.133
8555,9744,Comienza Atención Comercial,manychat,2025-09-21 21:52:25.983
8556,9745,Comienza Atención Comercial,manychat,2025-09-21 21:58:08.143
8557,9746,Comienza Cotización,manychat,2025-09-21 22:01:09.317
8558,9747,Comienza Atención Comercial,manychat,2025-09-21 22:22:07.083
8559,9748,Comienza Atención Comercial,manychat,2025-09-21 22:37:22.730
8560,9749,Comienza Atención Comercial,manychat,2025-09-21 23:47:49.053
8561,9750,Comienza Asesoría Médica,manychat,2025-09-21 23:52:20.757
8562,9751,Comienza Cotización,manychat,2025-09-21 23:56:52.473
8563,9752,Comienza Atención Comercial,manychat,2025-09-22 00:00:03.830
8564,9753,Comienza Asesoría Médica,manychat,2025-09-22 00:00:44.200
8565,9754,Comienza Atención Comercial,manychat,2025-09-22 00:14:49.403
8566,9755,Comienza Atención Comercial,manychat,2025-09-22 00:15:49.800
8567,9756,Comienza Atención Comercial,manychat,2025-09-22 00:25:43.617
8568,9757,Comienza Atención Comercial,manychat,2025-09-22 00:27:04.227
8569,9758,Comienza Atención Comercial,manychat,2025-09-22 00:27:34.470
8570,9759,Comienza Cotización,manychat,2025-09-22 00:48:53.313
8571,9760,Comienza Cotización,manychat,2025-09-22 00:50:44.170
8572,9761,Comienza Atención Comercial,manychat,2025-09-22 00:51:34.653
8573,9762,Comienza Atención Comercial,manychat,2025-09-22 01:00:58.317
8574,9763,Comienza Asesoría Médica,manychat,2025-09-22 01:01:18.517
8575,9764,Comienza Asesoría Médica,manychat,2025-09-22 01:08:41.350
8576,1217,Comienza Atención Comercial,manychat,2025-09-22 01:11:52.550
8577,9765,Comienza Asesoría Médica,manychat,2025-09-22 01:12:12.790
8578,9766,Comienza Cotización,manychat,2025-09-22 01:18:05.050
8579,9767,Comienza Atención Comercial,manychat,2025-09-22 01:25:17.670
8580,9768,Retornó en AC,manychat,2025-09-22 01:28:59.073
8581,9769,Comienza Cotización,manychat,2025-09-22 01:37:52.220
8582,9770,Concluye atención Chatbot: derivar_especialista,manychat,2025-09-22 01:40:33.297
8583,9771,Comienza Asesoría Médica,manychat,2025-09-22 01:56:09.587
8584,9772,Comienza Asesoría Médica,manychat,2025-09-22 02:03:32.267
8585,9773,Orden de venta confirmada,manychat,2025-09-22 02:10:14.723
8586,9774,Comienza Atención Comercial,manychat,2025-09-22 02:13:56.210
8587,9775,Comienza Atención Comercial,manychat,2025-09-22 02:35:54.243
8588,9776,Comienza Cotización,manychat,2025-09-22 02:36:04.350
8589,9777,Comienza Cotización,manychat,2025-09-22 02:44:27.570
8590,9778,Comienza Asesoría Médica,manychat,2025-09-22 02:49:39.437
8591,9779,Comienza Asesoría Médica,manychat,2025-09-22 02:54:21.290
8592,9780,Comienza Cotización,manychat,2025-09-22 03:11:07.667
8593,9781,Comienza Cotización,manychat,2025-09-22 03:24:22.467
8594,9782,Comienza Cotización,manychat,2025-09-22 04:04:47.593
8595,9783,Comienza Asesoría Médica,manychat,2025-09-22 04:04:57.710
8596,9784,Comienza Atención Comercial,manychat,2025-09-22 04:06:18.267
8597,9785,Comienza Atención Comercial,manychat,2025-09-22 04:33:10.130
8598,9786,Comienza Atención Comercial,manychat,2025-09-22 04:51:16.880
8599,9787,Comienza Asesoría Médica,manychat,2025-09-22 05:30:31.587
8600,9788,Retornó a Asesoría especializada,manychat,2025-09-22 09:26:08.540
8601,980,Retornó en AC,manychat,2025-09-22 09:44:15.870
8602,9789,Comienza Atención Comercial,manychat,2025-09-22 10:48:39.273
8603,9790,Comienza Cotización,manychat,2025-09-22 11:01:54.247
8604,9791,Comienza Cotización,manychat,2025-09-22 11:02:54.737
8605,9792,Comienza Atención Comercial,manychat,2025-09-22 11:03:25.057
8606,9793,Comienza Atención Comercial,manychat,2025-09-22 11:04:55.787
8607,9794,Comienza Asesoría Médica,manychat,2025-09-22 11:53:03.607
8608,9795,Comienza Asesoría Médica,manychat,2025-09-22 12:03:07.520
8609,9796,Recién suscrito (Sin asignar),manychat,2025-09-22 12:03:17.660
8610,9797,Recién suscrito (Sin asignar),manychat,2025-09-22 12:03:27.787
8611,9798,Comienza Cotización,manychat,2025-09-22 12:03:37.903
8612,9799,Comienza Asesoría Médica,manychat,2025-09-22 12:04:58.440
8613,9800,Recién suscrito (Sin asignar),manychat,2025-09-22 12:05:18.653
8614,9801,Comienza Asesoría Médica,manychat,2025-09-22 12:05:28.770
8615,9802,Comienza Cotización,manychat,2025-09-22 12:05:38.910
8616,9803,Recién suscrito (Sin asignar),manychat,2025-09-22 12:14:32.337
8617,9804,Comienza Asesoría Médica,manychat,2025-09-22 12:14:52.543
8618,9805,Comienza Cotización,manychat,2025-09-22 12:15:02.657
8619,9806,Comienza Atención Comercial,manychat,2025-09-22 12:16:23.243
8620,9807,Comienza Cotización,manychat,2025-09-22 12:19:04.373
8621,9808,Comienza Cotización,manychat,2025-09-22 12:25:47.483
8622,9809,Comienza Atención Comercial,manychat,2025-09-22 12:36:41.650
8623,9810,Comienza Atención Comercial,manychat,2025-09-22 12:37:11.943
8624,9811,Comienza Asesoría Médica,manychat,2025-09-22 12:37:22.133
8625,9812,Comienza Atención Comercial,manychat,2025-09-22 12:38:12.580
8626,9813,Comienza Atención Comercial,manychat,2025-09-22 12:38:52.920
8627,9814,Comienza Atención Comercial,manychat,2025-09-22 12:39:23.163
8628,9815,Comienza Atención Comercial,manychat,2025-09-22 12:40:33.813
8629,9816,Comienza Atención Comercial,manychat,2025-09-22 12:42:24.560
8630,9817,Comienza Atención Comercial,manychat,2025-09-22 12:43:04.887
8631,9818,Comienza Atención Comercial,manychat,2025-09-22 12:44:05.337
8632,9819,Comienza Atención Comercial,manychat,2025-09-22 12:44:35.610
8633,9820,Orden de venta confirmada,manychat,2025-09-22 12:44:55.803
8634,9821,Comienza Atención Comercial,manychat,2025-09-22 12:45:26.090
8635,9822,Comienza Atención Comercial,manychat,2025-09-22 12:45:56.370
8636,9823,Comienza Atención Comercial,manychat,2025-09-22 12:46:26.630
8637,9824,Comienza Cotización,manychat,2025-09-22 12:46:56.903
8638,9825,Comienza Atención Comercial,manychat,2025-09-22 12:47:37.337
8639,9826,Comienza Atención Comercial,manychat,2025-09-22 12:48:07.593
8640,9827,Comienza Atención Comercial,manychat,2025-09-22 12:48:47.943
8641,9828,Comienza Atención Comercial,manychat,2025-09-22 12:49:08.160
8642,9829,Comienza Atención Comercial,manychat,2025-09-22 12:49:38.410
8643,9830,Comienza Atención Comercial,manychat,2025-09-22 12:50:08.653
8644,9831,Comienza Atención Comercial,manychat,2025-09-22 12:50:38.923
8645,9832,Comienza Atención Comercial,manychat,2025-09-22 12:51:09.167
8646,9833,Comienza Atención Comercial,manychat,2025-09-22 12:51:29.357
8647,9834,Comienza Cotización,manychat,2025-09-22 12:51:59.653
8648,9835,Comienza Cotización,manychat,2025-09-22 12:52:19.857
8649,9836,Comienza Atención Comercial,manychat,2025-09-22 12:52:50.133
8650,9837,Comienza Cotización,manychat,2025-09-22 12:53:20.603
8651,9838,Comienza Atención Comercial,manychat,2025-09-22 12:55:01.353
8652,9839,Comienza Atención Comercial,manychat,2025-09-22 12:55:31.673
8653,9840,Comienza Atención Comercial,manychat,2025-09-22 12:56:01.943
8654,9841,Comienza Atención Comercial,manychat,2025-09-22 12:56:22.127
8655,9842,Comienza Atención Comercial,manychat,2025-09-22 13:02:04.407
8656,9843,Comienza Atención Comercial,manychat,2025-09-22 13:07:36.713
8657,9844,Comienza Atención Comercial,manychat,2025-09-22 13:08:47.247
8658,9845,Comienza Atención Comercial,manychat,2025-09-22 13:09:17.590
8659,9846,Comienza Asesoría Médica,manychat,2025-09-22 13:09:47.850
8660,9847,Comienza Atención Comercial,manychat,2025-09-22 13:11:28.623
8661,9848,Comienza Atención Comercial,manychat,2025-09-22 13:13:19.637
8662,9849,Comienza Cotización,manychat,2025-09-22 13:13:49.983
8663,9850,Comienza Atención Comercial,manychat,2025-09-22 13:14:10.187
8664,9851,Comienza Cotización,manychat,2025-09-22 13:22:04.087
8665,9852,Comienza Atención Comercial,manychat,2025-09-22 13:40:11.180
8666,9853,Comienza Atención Comercial,manychat,2025-09-22 14:56:52.747
8667,9854,Orden de venta confirmada,manychat,2025-09-22 15:05:56.270
8668,9855,Comienza Cotización,manychat,2025-09-22 16:05:09.773
8669,9856,Comienza Atención Comercial,manychat,2025-09-22 16:15:24.083
8670,9857,Comienza Cotización,manychat,2025-09-22 17:26:14.093
8671,9858,Comienza Atención Comercial,manychat,2025-09-22 17:55:35.460
8672,9859,Retornó en AC,manychat,2025-09-22 18:52:17.233
8673,9860,Comienza Cotización,manychat,2025-09-22 19:14:56.677
8674,9861,Comienza Asesoría Médica,manychat,2025-09-22 20:11:08.347
8675,9862,Recién suscrito Pendiente de AC,manychat,2025-09-22 21:53:37.170
8676,9863,Comienza Atención Comercial,manychat,2025-09-22 22:08:32.917
8677,9864,Comienza Cotización,manychat,2025-09-22 22:08:43.057
8678,9865,Comienza Cotización,manychat,2025-09-22 22:16:36.170
8679,9866,Comienza Atención Comercial,manychat,2025-09-22 22:20:57.790
8680,9867,Comienza Atención Comercial,manychat,2025-09-22 22:36:53.580
8681,9868,Comienza Atención Comercial,manychat,2025-09-22 22:41:15.253
8682,9869,Comienza Cotización,manychat,2025-09-22 22:52:29.787
8683,9870,Comienza Atención Comercial,manychat,2025-09-22 22:58:32.100
8684,9871,Comienza Cotización,manychat,2025-09-22 23:09:16.463
8685,9872,Comienza Atención Comercial,manychat,2025-09-22 23:12:47.887
8686,9873,Comienza Atención Comercial,manychat,2025-09-22 23:15:39.347
8687,9874,Comienza Atención Comercial,manychat,2025-09-22 23:35:07.670
8688,9875,No terminó Asesoría especializada Derivado a Comecial,manychat,2025-09-22 23:41:50.483
8689,9876,Comienza Atención Comercial,manychat,2025-09-22 23:44:31.520
8690,9877,Comienza Atención Comercial,manychat,2025-09-22 23:45:11.857
8691,9878,Comienza Asesoría Médica,manychat,2025-09-22 23:48:23.097
8692,9879,Comienza Atención Comercial,manychat,2025-09-22 23:50:23.897
8693,9880,Comienza Atención Comercial,manychat,2025-09-22 23:59:07.367
8694,9881,Comienza Cotización,manychat,2025-09-23 00:00:07.960
8695,9882,Comienza Atención Comercial,manychat,2025-09-23 00:02:59.477
8696,9883,Comienza Asesoría Médica,manychat,2025-09-23 00:05:30.630
8697,9884,Comienza Cotización,manychat,2025-09-23 00:17:26.157
8698,9885,Comienza Cotización,manychat,2025-09-23 00:28:10.943
8699,9886,Comienza Atención Comercial,manychat,2025-09-23 00:47:08.367
8700,9887,Comienza Asesoría Médica,manychat,2025-09-23 00:53:50.957
8701,9888,Comienza Asesoría Médica,manychat,2025-09-23 00:55:01.543
8702,9889,Comienza Cotización,manychat,2025-09-23 01:05:45.910
8703,9890,Recién suscrito Pendiente de AC,manychat,2025-09-23 01:14:19.503
8704,9891,Comienza Cotización,manychat,2025-09-23 01:17:50.873
8705,9892,Comienza Cotización,manychat,2025-09-23 01:22:32.907
8706,9893,Comienza Atención Comercial,manychat,2025-09-23 01:27:34.837
8707,9894,Comienza Cotización,manychat,2025-09-23 01:33:26.980
8708,9895,Comienza Cotización,manychat,2025-09-23 01:44:51.490
8709,9896,Comienza Atención Comercial,manychat,2025-09-23 01:48:53.173
8710,9897,Comienza Cotización,manychat,2025-09-23 01:52:24.830
8711,9898,Comienza Atención Comercial,manychat,2025-09-23 02:02:59.117
8712,9899,Comienza Atención Comercial,manychat,2025-09-23 02:05:20.063
8713,9900,Comienza Asesoría Médica,manychat,2025-09-23 02:05:50.327
8714,9901,Comienza Cotización,manychat,2025-09-23 02:06:10.517
8715,9902,Comienza Cotización,manychat,2025-09-23 02:11:33.380
8716,9903,Comienza Asesoría Médica,manychat,2025-09-23 02:12:13.947
8717,9904,Retornó en AC,manychat,2025-09-23 02:17:56.500
8718,9905,Comienza Asesoría Médica,manychat,2025-09-23 02:21:07.730
8719,9906,Comienza Cotización,manychat,2025-09-23 02:24:09.280
8720,9907,Comienza Cotización,manychat,2025-09-23 02:30:21.720
8721,9908,Recién suscrito Pendiente de AC,manychat,2025-09-23 02:37:34.587
8722,9909,Comienza Atención Comercial,manychat,2025-09-23 02:42:36.513
8723,9910,Recién suscrito Pendiente de AC,manychat,2025-09-23 02:49:59.320
8724,9911,Comienza Asesoría Médica,manychat,2025-09-23 02:57:02.110
8725,9912,Comienza Atención Comercial,manychat,2025-09-23 03:10:27.637
8726,9913,Recién suscrito Pendiente de AC,manychat,2025-09-23 03:16:20.200
8727,9914,Comienza Asesoría Médica,manychat,2025-09-23 03:21:02.427
8728,9915,Comienza Asesoría Médica,manychat,2025-09-23 03:21:12.530
8729,9916,Recién suscrito Pendiente de AC,manychat,2025-09-23 03:21:52.830
8730,9917,Comienza Cotización,manychat,2025-09-23 03:29:15.803
8731,9918,Comienza Cotización,manychat,2025-09-23 03:32:17.070
8732,9919,Comienza Atención Comercial,manychat,2025-09-23 03:40:10.470
8733,9920,Comienza Cotización,manychat,2025-09-23 03:40:30.663
8734,9921,Comienza Atención Comercial,manychat,2025-09-23 03:52:05.310
8735,9922,Comienza Asesoría Médica,manychat,2025-09-23 03:53:35.967
8736,9923,Comienza Cotización,manychat,2025-09-23 04:01:49.030
8737,9924,Comienza Atención Comercial,manychat,2025-09-23 04:02:09.300
8738,9925,Comienza Atención Comercial,manychat,2025-09-23 04:05:10.740
8739,9926,Recién suscrito Pendiente de AC,manychat,2025-09-23 04:09:12.190
8740,9927,Comienza Atención Comercial,manychat,2025-09-23 04:14:35.050
8741,9928,Comienza Atención Comercial,manychat,2025-09-23 04:14:45.170
8742,9929,Comienza Atención Comercial,manychat,2025-09-23 04:38:03.610
8743,9930,Comienza Cotización,manychat,2025-09-23 04:41:44.963
8744,9931,Comienza Asesoría Médica,manychat,2025-09-23 04:42:55.403
8745,9932,Comienza Atención Comercial,manychat,2025-09-23 04:47:07.210
8746,9933,Comienza Atención Comercial,manychat,2025-09-23 04:51:58.997
8747,9934,Comienza Atención Comercial,manychat,2025-09-23 04:55:00.243
8748,9935,Comienza Atención Comercial,manychat,2025-09-23 05:01:52.760
8749,9936,Comienza Atención Comercial,manychat,2025-09-23 05:05:34.217
8750,9937,Comienza Atención Comercial,manychat,2025-09-23 05:17:48.860
8751,9938,Comienza Cotización,manychat,2025-09-23 05:21:40.380
8752,9939,Comienza Atención Comercial,manychat,2025-09-23 06:17:30.840
8753,9940,Comienza Atención Comercial,manychat,2025-09-23 06:43:40.797
8754,9941,Concluye atención Chatbot: derivar_especialista,manychat,2025-09-23 07:22:25.523
8755,9942,Comienza Asesoría Médica,manychat,2025-09-23 08:11:13.327
8756,9943,Comienza Atención Comercial,manychat,2025-09-23 09:12:35.943
8757,9944,Nuevo,manychat,2025-09-23 09:27:41.773
8758,9945,Comienza Atención Comercial,manychat,2025-09-23 10:04:04.890
8759,9946,Comienza Atención Comercial,manychat,2025-09-23 10:51:02.343
8760,9947,Comienza Atención Comercial,manychat,2025-09-23 10:52:22.943
8761,9948,Derivado Asesoría Médica,manychat,2025-09-23 11:02:26.590
8762,9949,Comienza Cotización,manychat,2025-09-23 11:07:18.373
8763,9950,Comienza Atención Comercial,manychat,2025-09-23 11:12:30.513
8764,9951,Comienza Cotización,manychat,2025-09-23 11:22:14.233
8765,9952,Recién suscrito Pendiente de AC,manychat,2025-09-23 11:26:05.757
8766,9953,Comienza Atención Comercial,manychat,2025-09-23 11:27:56.540
8767,9954,Retornó en AC,manychat,2025-09-23 11:49:06.127
8768,9955,Comienza Atención Comercial,manychat,2025-09-23 11:50:56.920
8769,9956,Comienza Atención Comercial,manychat,2025-09-23 12:14:15.977
8770,9957,Comienza Atención Comercial,manychat,2025-09-23 12:16:16.993
8771,9958,Comienza Cotización,manychat,2025-09-23 12:21:49.750
8772,9959,Comienza Atención Comercial,manychat,2025-09-23 12:27:42.283
8773,9960,Comienza Asesoría Médica,manychat,2025-09-23 12:31:25.077
8774,9961,Comienza Atención Comercial,manychat,2025-09-23 12:33:25.950
8775,9962,Comienza Atención Comercial,manychat,2025-09-23 12:39:18.720
8776,9963,Recién suscrito Pendiente de AC,manychat,2025-09-23 12:43:10.500
8777,9964,Comienza Cotización,manychat,2025-09-23 12:50:43.447
8778,9965,Comienza Atención Comercial,manychat,2025-09-23 12:51:43.863
8779,9966,Comienza Cotización,manychat,2025-09-23 12:53:54.770
8780,9967,Comienza Atención Comercial,manychat,2025-09-23 12:54:15.057
8781,9968,Comienza Atención Comercial,manychat,2025-09-23 12:54:25.147
8782,9969,Comienza Asesoría Médica,manychat,2025-09-23 12:58:57.183
8783,9970,Comienza Atención Comercial,manychat,2025-09-23 13:02:18.907
8784,9971,Comienza Cotización,manychat,2025-09-23 13:06:11.677
8785,9972,Comienza Asesoría Médica,manychat,2025-09-23 13:09:53.240
8786,9973,Comienza Cotización,manychat,2025-09-23 13:24:20.837
8787,9974,Comienza Atención Comercial,manychat,2025-09-23 13:27:02.290
8788,9975,Comienza Atención Comercial,manychat,2025-09-23 13:29:13.440
8789,9976,Comienza Atención Comercial,manychat,2025-09-23 13:31:04.220
8790,9977,Comienza Atención Comercial,manychat,2025-09-23 13:31:14.333
8791,9978,Comienza Atención Comercial,manychat,2025-09-23 13:34:05.900
8792,9979,Comienza Atención Comercial,manychat,2025-09-23 13:34:56.250
8793,9980,Comienza Cotización,manychat,2025-09-23 13:40:29.360
8794,9981,Comienza Asesoría Médica,manychat,2025-09-23 13:40:39.497
8795,9982,Comienza Asesoría Médica,manychat,2025-09-23 13:45:01.407
8796,9983,Recién suscrito Pendiente de AC,manychat,2025-09-23 13:46:52.197
8797,9984,Comienza Atención Comercial,manychat,2025-09-23 13:49:03.203
8798,9985,Comienza Atención Comercial,manychat,2025-09-23 13:55:46.030
8799,9986,Recién suscrito Pendiente de AC,manychat,2025-09-23 13:58:07.213
8800,9987,Comienza Atención Comercial,manychat,2025-09-23 13:59:27.700
8801,9988,Comienza Atención Comercial,manychat,2025-09-23 14:01:38.663
8802,9989,Comienza Atención Comercial,manychat,2025-09-23 14:01:58.877
8803,9990,Recién suscrito Pendiente de AC,manychat,2025-09-23 14:04:20.183
8804,9991,Comienza Atención Comercial,manychat,2025-09-23 14:05:00.627
8805,9992,Comienza Cotización,manychat,2025-09-23 14:25:39.070
8806,9993,Comienza Cotización,manychat,2025-09-23 14:27:19.757
8807,9994,Comienza Cotización,manychat,2025-09-23 14:29:40.633
8808,9995,Comienza Atención Comercial,manychat,2025-09-23 14:38:34.780
8809,9996,Comienza Atención Comercial,manychat,2025-09-23 14:44:08.237
8810,9997,Comienza Atención Comercial,manychat,2025-09-23 14:51:10.907
8811,9998,Recién suscrito Pendiente de AC,manychat,2025-09-23 14:56:13.097
8812,9999,Comienza Atención Comercial,manychat,2025-09-23 14:58:44.113
8813,10000,Retornó en AC,manychat,2025-09-23 15:00:34.973
8814,10001,Comienza Cotización,manychat,2025-09-23 15:06:27.500
8815,10002,Comienza Atención Comercial,manychat,2025-09-23 15:08:38.637
8816,10003,Comienza Cotización,manychat,2025-09-23 15:12:00.077
8817,10004,Comienza Atención Comercial,manychat,2025-09-23 15:14:01.040
8818,10005,Comienza Cotización,manychat,2025-09-23 15:14:31.290
8819,10006,Comienza Atención Comercial,manychat,2025-09-23 15:15:22.000
8820,10007,Comienza Atención Comercial,manychat,2025-09-23 15:19:24.450
8821,10008,Comienza Atención Comercial,manychat,2025-09-23 15:28:18.733
8822,10009,Recién suscrito Pendiente de AC,manychat,2025-09-23 15:53:08.827
8823,10010,Comienza Cotización,manychat,2025-09-23 15:57:20.397
8824,10011,Comienza Cotización,manychat,2025-09-23 16:04:03.553
8825,10012,Recién suscrito Pendiente de AC,manychat,2025-09-23 16:11:16.707
8826,10013,Comienza Atención Comercial,manychat,2025-09-23 16:17:19.253
8827,10014,Comienza Cotización,manychat,2025-09-23 16:20:30.510
8828,10015,Comienza Cotización,manychat,2025-09-23 16:23:21.773
8829,10016,Comienza Cotización,manychat,2025-09-23 16:24:12.137
8830,10017,Comienza Asesoría Médica,manychat,2025-09-23 16:27:54.133
8831,10018,Comienza Atención Comercial,manychat,2025-09-23 16:44:20.427
8832,10019,Comienza Atención Comercial,manychat,2025-09-23 16:53:04.433
8833,10020,Comienza Asesoría Médica,manychat,2025-09-23 17:12:15.067
8834,10021,Retorno,manychat,2025-09-23 17:14:36.287
8835,10022,Comienza Atención Comercial,manychat,2025-09-23 17:17:17.637
8836,10023,Comienza Asesoría Médica,manychat,2025-09-23 17:28:32.540
8837,10024,Comienza Asesoría Médica,manychat,2025-09-23 17:38:26.853
8838,10025,Recién suscrito Pendiente de AC,manychat,2025-09-23 18:00:26.723
8839,10026,Comienza Cotización,manychat,2025-09-23 18:26:48.120
8840,10027,Comienza Atención Comercial,manychat,2025-09-23 18:30:49.793
8841,10028,Comienza Atención Comercial,manychat,2025-09-23 18:31:40.210
8842,10029,Derivado Asesoría Médica,manychat,2025-09-23 18:37:02.330
8843,10030,Comienza Atención Comercial,manychat,2025-09-23 18:38:32.937
8844,10031,Recién suscrito Pendiente de AC,manychat,2025-09-23 18:38:53.140
8845,10032,Recién suscrito Pendiente de AC,manychat,2025-09-23 18:46:16.163
8846,10033,Comienza Atención Comercial,manychat,2025-09-23 19:00:11.903
